Country / Region,Financial_Year,Trade_Value_Crore,Year,Trade_Type,Mineral,Subtype
NEPAL,2020-2021,0.8,2021,Export,Graphite,Natural
QATAR,2020-2021,0.04,2021,Export,Graphite,Natural
SENEGAL,2020-2021,0.01,2021,Export,Graphite,Natural
SRI LANKA DSR,2020-2021,0.12,2021,Export,Graphite,Natural
SUDAN,2020-2021,0.39,2021,Export,Graphite,Natural
TANZANIA REP,2020-2021,0.87,2021,Export,Graphite,Natural
U ARAB EMTS,2020-2021,0.44,2021,Export,Graphite,Natural
U K,2020-2021,0.01,2021,Export,Graphite,Natural
U S A,2020-2021,0.06,2021,Export,Graphite,Natural
ZAMBIA,2020-2021,0.05,2021,Export,Graphite,Natural
ANGOLA,2021-2022,0.04,2022,Export,Graphite,Natural
BAHARAIN IS,2021-2022,0.07,2022,Export,Graphite,Natural
BANGLADESH PR,2021-2022,0.14,2022,Export,Graphite,Natural
BELGIUM,2021-2022,0.07,2022,Export,Graphite,Natural
CAMEROON,2021-2022,0.01,2022,Export,Graphite,Natural
CHINA P RP,2021-2022,0.34,2022,Export,Graphite,Natural
CONGO D. REP.,2021-2022,0.06,2022,Export,Graphite,Natural
EGYPT A RP,2021-2022,0.1,2022,Export,Graphite,Natural
FRANCE,2021-2022,0.07,2022,Export,Graphite,Natural
GEORGIA,2021-2022,0.03,2022,Export,Graphite,Natural
GERMANY,2021-2022,0.04,2022,Export,Graphite,Natural
INDONESIA,2021-2022,0.04,2022,Export,Graphite,Natural
JAPAN,2021-2022,0.06,2022,Export,Graphite,Natural
KENYA,2021-2022,0.17,2022,Export,Graphite,Natural
KUWAIT,2021-2022,0.07,2022,Export,Graphite,Natural
LEBANON,2021-2022,0.01,2022,Export,Graphite,Natural
MALAYSIA,2021-2022,0.55,2022,Export,Graphite,Natural
MAURITANIA,2021-2022,0.18,2022,Export,Graphite,Natural
MAURITIUS,2021-2022,0.11,2022,Export,Graphite,Natural
MEXICO,2021-2022,0.07,2022,Export,Graphite,Natural
MOZAMBIQUE,2021-2022,0.01,2022,Export,Graphite,Natural
NEPAL,2021-2022,0.05,2022,Export,Graphite,Natural
NIGERIA,2021-2022,0.06,2022,Export,Graphite,Natural
OMAN,2021-2022,0.01,2022,Export,Graphite,Natural
QATAR,2021-2022,0.01,2022,Export,Graphite,Natural
SAUDI ARAB,2021-2022,0.15,2022,Export,Graphite,Natural
SOUTH AFRICA,2021-2022,0.02,2022,Export,Graphite,Natural
SRI LANKA DSR,2021-2022,0.1,2022,Export,Graphite,Natural
TANZANIA REP,2021-2022,1.57,2022,Export,Graphite,Natural
TURKEY,2021-2022,0.01,2022,Export,Graphite,Natural
U ARAB EMTS,2021-2022,0.23,2022,Export,Graphite,Natural
U S A,2021-2022,0.23,2022,Export,Graphite,Natural
UGANDA,2021-2022,0.03,2022,Export,Graphite,Natural
AFGHANISTAN,2022-2023,0.01,2023,Export,Graphite,Natural
ANGOLA,2022-2023,0.01,2023,Export,Graphite,Natural
AUSTRALIA,2022-2023,0.01,2023,Export,Graphite,Natural
BAHARAIN IS,2022-2023,0.19,2023,Export,Graphite,Natural
BANGLADESH PR,2022-2023,0.05,2023,Export,Graphite,Natural
CHINA P RP,2022-2023,0.26,2023,Export,Graphite,Natural
EGYPT A RP,2022-2023,0.06,2023,Export,Graphite,Natural
GUATEMALA,2022-2023,0.02,2023,Export,Graphite,Natural
INDONESIA,2022-2023,0.08,2023,Export,Graphite,Natural
IRAN,2022-2023,0.12,2023,Export,Graphite,Natural
JAPAN,2022-2023,0.01,2023,Export,Graphite,Natural
JORDAN,2022-2023,0.04,2023,Export,Graphite,Natural
KENYA,2022-2023,0.28,2023,Export,Graphite,Natural
KOREA RP,2022-2023,0.01,2023,Export,Graphite,Natural
KUWAIT,2022-2023,0.02,2023,Export,Graphite,Natural
MALAYSIA,2022-2023,2.5,2023,Export,Graphite,Natural
MAURITANIA,2022-2023,0.07,2023,Export,Graphite,Natural
MEXICO,2022-2023,0.13,2023,Export,Graphite,Natural
MOROCCO,2022-2023,0.02,2023,Export,Graphite,Natural
NEPAL,2022-2023,0.05,2023,Export,Graphite,Natural
NIGERIA,2022-2023,3.35,2023,Export,Graphite,Natural
OMAN,2022-2023,0.03,2023,Export,Graphite,Natural
POLAND,2022-2023,0.01,2023,Export,Graphite,Natural
SAUDI ARAB,2022-2023,0.1,2023,Export,Graphite,Natural
SOUTH AFRICA,2022-2023,0.02,2023,Export,Graphite,Natural
SRI LANKA DSR,2022-2023,0.15,2023,Export,Graphite,Natural
SUDAN,2022-2023,0.07,2023,Export,Graphite,Natural
TANZANIA REP,2022-2023,0.42,2023,Export,Graphite,Natural
TURKEY,2022-2023,1.36,2023,Export,Graphite,Natural
U ARAB EMTS,2022-2023,2.04,2023,Export,Graphite,Natural
U K,2022-2023,0.02,2023,Export,Graphite,Natural
U S A,2022-2023,0.12,2023,Export,Graphite,Natural
UGANDA,2022-2023,0.36,2023,Export,Graphite,Natural
ANGOLA,2023-2024,0.01,2024,Export,Graphite,Natural
BAHARAIN IS,2023-2024,0.1,2024,Export,Graphite,Natural
BANGLADESH PR,2023-2024,0.2,2024,Export,Graphite,Natural
BRAZIL,2023-2024,0.03,2024,Export,Graphite,Natural
CANADA,2023-2024,0.01,2024,Export,Graphite,Natural
EGYPT A RP,2023-2024,0.04,2024,Export,Graphite,Natural
GABON,2023-2024,0.01,2024,Export,Graphite,Natural
GERMANY,2023-2024,0.5,2024,Export,Graphite,Natural
GHANA,2023-2024,0.13,2024,Export,Graphite,Natural
INDONESIA,2023-2024,0.06,2024,Export,Graphite,Natural
IRAN,2023-2024,0.05,2024,Export,Graphite,Natural
IRAQ,2023-2024,0.1,2024,Export,Graphite,Natural
JAPAN,2023-2024,0.15,2024,Export,Graphite,Natural
JORDAN,2023-2024,0.02,2024,Export,Graphite,Natural
KENYA,2023-2024,0.06,2024,Export,Graphite,Natural
LEBANON,2023-2024,0.02,2024,Export,Graphite,Natural
MALAYSIA,2023-2024,0.19,2024,Export,Graphite,Natural
MEXICO,2023-2024,0.16,2024,Export,Graphite,Natural
NEPAL,2023-2024,0.06,2024,Export,Graphite,Natural
NIGERIA,2023-2024,0.29,2024,Export,Graphite,Natural
PHILIPPINES,2023-2024,0.02,2024,Export,Graphite,Natural
QATAR,2023-2024,0.01,2024,Export,Graphite,Natural
RUSSIA,2023-2024,0.16,2024,Export,Graphite,Natural
SAUDI ARAB,2023-2024,0.26,2024,Export,Graphite,Natural
SOMALIA,2023-2024,0.01,2024,Export,Graphite,Natural
SOUTH AFRICA,2023-2024,0.3,2024,Export,Graphite,Natural
SRI LANKA DSR,2023-2024,0.07,2024,Export,Graphite,Natural
TANZANIA REP,2023-2024,0.33,2024,Export,Graphite,Natural
TURKEY,2023-2024,0.68,2024,Export,Graphite,Natural
U ARAB EMTS,2023-2024,2.19,2024,Export,Graphite,Natural
U S A,2023-2024,0.1,2024,Export,Graphite,Natural
ALGERIA,2024-2025,0.21,2025,Export,Graphite,Natural
ANGOLA,2024-2025,0.1,2025,Export,Graphite,Natural
BAHARAIN IS,2024-2025,0.15,2025,Export,Graphite,Natural
BANGLADESH PR,2024-2025,0.03,2025,Export,Graphite,Natural
BELGIUM,2024-2025,0.02,2025,Export,Graphite,Natural
BHUTAN,2024-2025,0.93,2025,Export,Graphite,Natural
BRAZIL,2024-2025,0.04,2025,Export,Graphite,Natural
CAPE VERDE IS,2024-2025,0.01,2025,Export,Graphite,Natural
CHINA P RP,2024-2025,0.13,2025,Export,Graphite,Natural
EGYPT A RP,2024-2025,0.08,2025,Export,Graphite,Natural
GAMBIA,2024-2025,0.08,2025,Export,Graphite,Natural
GUATEMALA,2024-2025,0.02,2025,Export,Graphite,Natural
INDONESIA,2024-2025,0.28,2025,Export,Graphite,Natural
IRAN,2024-2025,0.04,2025,Export,Graphite,Natural
JAPAN,2024-2025,0.35,2025,Export,Graphite,Natural
KENYA,2024-2025,0.08,2025,Export,Graphite,Natural
KUWAIT,2024-2025,0.03,2025,Export,Graphite,Natural
LEBANON,2024-2025,0.02,2025,Export,Graphite,Natural
LIBERIA,2024-2025,0.01,2025,Export,Graphite,Natural
MALAYSIA,2024-2025,0.31,2025,Export,Graphite,Natural
MEXICO,2024-2025,0.11,2025,Export,Graphite,Natural
MOROCCO,2024-2025,0.02,2025,Export,Graphite,Natural
MOZAMBIQUE,2024-2025,0.01,2025,Export,Graphite,Natural
NEPAL,2024-2025,0.03,2025,Export,Graphite,Natural
NIGERIA,2024-2025,0.27,2025,Export,Graphite,Natural
OMAN,2024-2025,0.11,2025,Export,Graphite,Natural
PHILIPPINES,2024-2025,0.02,2025,Export,Graphite,Natural
QATAR,2024-2025,0.04,2025,Export,Graphite,Natural
RUSSIA,2024-2025,1.89,2025,Export,Graphite,Natural
SAUDI ARAB,2024-2025,0.77,2025,Export,Graphite,Natural
SOMALIA,2024-2025,0.01,2025,Export,Graphite,Natural
SOUTH AFRICA,2024-2025,0.05,2025,Export,Graphite,Natural
SRI LANKA DSR,2024-2025,0.03,2025,Export,Graphite,Natural
TANZANIA REP,2024-2025,0.53,2025,Export,Graphite,Natural
THAILAND,2024-2025,0.47,2025,Export,Graphite,Natural
U ARAB EMTS,2024-2025,8.73,2025,Export,Graphite,Natural
UGANDA,2024-2025,0.04,2025,Export,Graphite,Natural
AUSTRALIA,2017-2018,10.3,2018,Import,Lithium,Raw (Ore)
AUSTRIA,2017-2018,0.11,2018,Import,Lithium,Raw (Ore)
BELGIUM,2017-2018,0.07,2018,Import,Lithium,Raw (Ore)
BRAZIL,2017-2018,0.45,2018,Import,Lithium,Raw (Ore)
CHINA P RP,2017-2018,17.2,2018,Import,Lithium,Raw (Ore)
EGYPT A RP,2017-2018,4.23,2018,Import,Lithium,Raw (Ore)
FRANCE,2017-2018,0.03,2018,Import,Lithium,Raw (Ore)
GERMANY,2017-2018,4.81,2018,Import,Lithium,Raw (Ore)
GREECE,2017-2018,2.1,2018,Import,Lithium,Raw (Ore)
HUNGARY,2017-2018,0.06,2018,Import,Lithium,Raw (Ore)
INDONESIA,2017-2018,0.03,2018,Import,Lithium,Raw (Ore)
ITALY,2017-2018,0.07,2018,Import,Lithium,Raw (Ore)
JAPAN,2017-2018,0.58,2018,Import,Lithium,Raw (Ore)
KOREA RP,2017-2018,1.62,2018,Import,Lithium,Raw (Ore)
MALAYSIA,2017-2018,5.89,2018,Import,Lithium,Raw (Ore)
MEXICO,2017-2018,0.47,2018,Import,Lithium,Raw (Ore)
MOROCCO,2017-2018,0.32,2018,Import,Lithium,Raw (Ore)
NETHERLAND,2017-2018,0.48,2018,Import,Lithium,Raw (Ore)
NEW ZEALAND,2017-2018,0.28,2018,Import,Lithium,Raw (Ore)
NORWAY,2017-2018,32.29,2018,Import,Lithium,Raw (Ore)
PAKISTAN IR,2017-2018,0.01,2018,Import,Lithium,Raw (Ore)
SLOVENIA,2017-2018,0.14,2018,Import,Lithium,Raw (Ore)
SOUTH AFRICA,2017-2018,0.3,2018,Import,Lithium,Raw (Ore)
SPAIN,2017-2018,5.3,2018,Import,Lithium,Raw (Ore)
TAIWAN,2017-2018,0.89,2018,Import,Lithium,Raw (Ore)
THAILAND,2017-2018,0.01,2018,Import,Lithium,Raw (Ore)
TURKEY,2017-2018,38.9,2018,Import,Lithium,Raw (Ore)
U ARAB EMTS,2017-2018,70.68,2018,Import,Lithium,Raw (Ore)
U K,2017-2018,0.59,2018,Import,Lithium,Raw (Ore)
U S A,2017-2018,2.01,2018,Import,Lithium,Raw (Ore)
UNSPECIFIED,2017-2018,0.01,2018,Import,Lithium,Raw (Ore)
VIETNAM SOC REP,2017-2018,29.45,2018,Import,Lithium,Raw (Ore)
ZIMBABWE,2017-2018,0.17,2018,Import,Lithium,Raw (Ore)
AUSTRALIA,2018-2019,12.06,2019,Import,Lithium,Raw (Ore)
BELGIUM,2018-2019,1.89,2019,Import,Lithium,Raw (Ore)
BRAZIL,2018-2019,1.23,2019,Import,Lithium,Raw (Ore)
CANADA,2018-2019,0.73,2019,Import,Lithium,Raw (Ore)
CHINA P RP,2018-2019,38.7,2019,Import,Lithium,Raw (Ore)
CZECH REPUBLIC,2018-2019,0.03,2019,Import,Lithium,Raw (Ore)
EGYPT A RP,2018-2019,1.67,2019,Import,Lithium,Raw (Ore)
FRANCE,2018-2019,1.09,2019,Import,Lithium,Raw (Ore)
GERMANY,2018-2019,1.95,2019,Import,Lithium,Raw (Ore)
GREECE,2018-2019,1.44,2019,Import,Lithium,Raw (Ore)
HONG KONG,2018-2019,0.09,2019,Import,Lithium,Raw (Ore)
INDONESIA,2018-2019,4.05,2019,Import,Lithium,Raw (Ore)
ITALY,2018-2019,0.08,2019,Import,Lithium,Raw (Ore)
JAPAN,2018-2019,0.83,2019,Import,Lithium,Raw (Ore)
KENYA,2018-2019,1.41,2019,Import,Lithium,Raw (Ore)
LITHUANIA,2018-2019,0.25,2019,Import,Lithium,Raw (Ore)
MALAYSIA,2018-2019,18.67,2019,Import,Lithium,Raw (Ore)
MEXICO,2018-2019,0.61,2019,Import,Lithium,Raw (Ore)
MOROCCO,2018-2019,0.14,2019,Import,Lithium,Raw (Ore)
MOZAMBIQUE,2018-2019,0.5,2019,Import,Lithium,Raw (Ore)
NETHERLAND,2018-2019,1.16,2019,Import,Lithium,Raw (Ore)
NEW ZEALAND,2018-2019,0.28,2019,Import,Lithium,Raw (Ore)
NORWAY,2018-2019,53.47,2019,Import,Lithium,Raw (Ore)
OMAN,2018-2019,0.25,2019,Import,Lithium,Raw (Ore)
SAUDI ARAB,2018-2019,0.26,2019,Import,Lithium,Raw (Ore)
SEYCHELLES,2018-2019,0.04,2019,Import,Lithium,Raw (Ore)
SINGAPORE,2018-2019,0.88,2019,Import,Lithium,Raw (Ore)
SOUTH AFRICA,2018-2019,11.53,2019,Import,Lithium,Raw (Ore)
SPAIN,2018-2019,3.2,2019,Import,Lithium,Raw (Ore)
SWITZERLAND,2018-2019,0.05,2019,Import,Lithium,Raw (Ore)
THAILAND,2018-2019,0.18,2019,Import,Lithium,Raw (Ore)
TURKEY,2018-2019,48.64,2019,Import,Lithium,Raw (Ore)
U ARAB EMTS,2018-2019,78.95,2019,Import,Lithium,Raw (Ore)
U K,2018-2019,1.93,2019,Import,Lithium,Raw (Ore)
U S A,2018-2019,1.65,2019,Import,Lithium,Raw (Ore)
VIETNAM SOC REP,2018-2019,31.34,2019,Import,Lithium,Raw (Ore)
ZIMBABWE,2018-2019,0.09,2019,Import,Lithium,Raw (Ore)
AUSTRALIA,2019-2020,0.72,2020,Import,Lithium,Raw (Ore)
BELGIUM,2019-2020,0.52,2020,Import,Lithium,Raw (Ore)
BRAZIL,2019-2020,0.57,2020,Import,Lithium,Raw (Ore)
CANADA,2019-2020,1.98,2020,Import,Lithium,Raw (Ore)
CHINA P RP,2019-2020,34.83,2020,Import,Lithium,Raw (Ore)
DENMARK,2019-2020,0.02,2020,Import,Lithium,Raw (Ore)
EGYPT A RP,2019-2020,2.07,2020,Import,Lithium,Raw (Ore)
FINLAND,2019-2020,0.21,2020,Import,Lithium,Raw (Ore)
FRANCE,2019-2020,0.45,2020,Import,Lithium,Raw (Ore)
GERMANY,2019-2020,1.39,2020,Import,Lithium,Raw (Ore)
GREECE,2019-2020,2.07,2020,Import,Lithium,Raw (Ore)
HONG KONG,2019-2020,0.04,2020,Import,Lithium,Raw (Ore)
INDONESIA,2019-2020,14.17,2020,Import,Lithium,Raw (Ore)
IRAN,2019-2020,0.01,2020,Import,Lithium,Raw (Ore)
ITALY,2019-2020,1.71,2020,Import,Lithium,Raw (Ore)
JAPAN,2019-2020,0.44,2020,Import,Lithium,Raw (Ore)
KENYA,2019-2020,1.39,2020,Import,Lithium,Raw (Ore)
KOREA RP,2019-2020,0.02,2020,Import,Lithium,Raw (Ore)
LITHUANIA,2019-2020,0.68,2020,Import,Lithium,Raw (Ore)
MADAGASCAR,2019-2020,0.51,2020,Import,Lithium,Raw (Ore)
MALAYSIA,2019-2020,54.81,2020,Import,Lithium,Raw (Ore)
MEXICO,2019-2020,0.36,2020,Import,Lithium,Raw (Ore)
MOROCCO,2019-2020,0.44,2020,Import,Lithium,Raw (Ore)
NETHERLAND,2019-2020,0.85,2020,Import,Lithium,Raw (Ore)
NEW ZEALAND,2019-2020,0.58,2020,Import,Lithium,Raw (Ore)
NORWAY,2019-2020,57.26,2020,Import,Lithium,Raw (Ore)
OMAN,2019-2020,0.03,2020,Import,Lithium,Raw (Ore)
SINGAPORE,2019-2020,1.74,2020,Import,Lithium,Raw (Ore)
SOUTH AFRICA,2019-2020,7.0,2020,Import,Lithium,Raw (Ore)
SPAIN,2019-2020,0.43,2020,Import,Lithium,Raw (Ore)
THAILAND,2019-2020,0.02,2020,Import,Lithium,Raw (Ore)
TURKEY,2019-2020,72.66,2020,Import,Lithium,Raw (Ore)
U ARAB EMTS,2019-2020,49.72,2020,Import,Lithium,Raw (Ore)
U K,2019-2020,2.38,2020,Import,Lithium,Raw (Ore)
U S A,2019-2020,1.24,2020,Import,Lithium,Raw (Ore)
VIETNAM SOC REP,2019-2020,26.84,2020,Import,Lithium,Raw (Ore)
ZIMBABWE,2019-2020,0.09,2020,Import,Lithium,Raw (Ore)
AUSTRALIA,2020-2021,0.35,2021,Import,Lithium,Raw (Ore)
AUSTRIA,2020-2021,0.08,2021,Import,Lithium,Raw (Ore)
BELGIUM,2020-2021,1.31,2021,Import,Lithium,Raw (Ore)
BRAZIL,2020-2021,0.45,2021,Import,Lithium,Raw (Ore)
CANADA,2020-2021,0.29,2021,Import,Lithium,Raw (Ore)
CHINA P RP,2020-2021,46.74,2021,Import,Lithium,Raw (Ore)
CZECH REPUBLIC,2020-2021,0.01,2021,Import,Lithium,Raw (Ore)
DENMARK,2020-2021,0.11,2021,Import,Lithium,Raw (Ore)
EGYPT A RP,2020-2021,6.13,2021,Import,Lithium,Raw (Ore)
FRANCE,2020-2021,0.86,2021,Import,Lithium,Raw (Ore)
GERMANY,2020-2021,1.76,2021,Import,Lithium,Raw (Ore)
GREECE,2020-2021,3.8,2021,Import,Lithium,Raw (Ore)
HONG KONG,2020-2021,0.57,2021,Import,Lithium,Raw (Ore)
INDONESIA,2020-2021,16.82,2021,Import,Lithium,Raw (Ore)
IRAN,2020-2021,0.04,2021,Import,Lithium,Raw (Ore)
ITALY,2020-2021,0.05,2021,Import,Lithium,Raw (Ore)
JAPAN,2020-2021,0.83,2021,Import,Lithium,Raw (Ore)
JORDAN,2020-2021,1.46,2021,Import,Lithium,Raw (Ore)
KENYA,2020-2021,5.45,2021,Import,Lithium,Raw (Ore)
LITHUANIA,2020-2021,0.36,2021,Import,Lithium,Raw (Ore)
MADAGASCAR,2020-2021,0.3,2021,Import,Lithium,Raw (Ore)
MALAYSIA,2020-2021,8.7,2021,Import,Lithium,Raw (Ore)
MEXICO,2020-2021,0.59,2021,Import,Lithium,Raw (Ore)
MOROCCO,2020-2021,0.28,2021,Import,Lithium,Raw (Ore)
MOZAMBIQUE,2020-2021,0.42,2021,Import,Lithium,Raw (Ore)
NETHERLAND,2020-2021,1.37,2021,Import,Lithium,Raw (Ore)
NEW ZEALAND,2020-2021,0.29,2021,Import,Lithium,Raw (Ore)
NORWAY,2020-2021,34.62,2021,Import,Lithium,Raw (Ore)
PHILIPPINES,2020-2021,0.03,2021,Import,Lithium,Raw (Ore)
SINGAPORE,2020-2021,0.12,2021,Import,Lithium,Raw (Ore)
SOUTH AFRICA,2020-2021,1.37,2021,Import,Lithium,Raw (Ore)
SPAIN,2020-2021,0.4,2021,Import,Lithium,Raw (Ore)
SRI LANKA DSR,2020-2021,0.07,2021,Import,Lithium,Raw (Ore)
TURKEY,2020-2021,61.9,2021,Import,Lithium,Raw (Ore)
U ARAB EMTS,2020-2021,53.54,2021,Import,Lithium,Raw (Ore)
U K,2020-2021,2.4,2021,Import,Lithium,Raw (Ore)
U S A,2020-2021,1.48,2021,Import,Lithium,Raw (Ore)
VIETNAM SOC REP,2020-2021,27.92,2021,Import,Lithium,Raw (Ore)
ZIMBABWE,2020-2021,0.05,2021,Import,Lithium,Raw (Ore)
AUSTRALIA,2021-2022,131.78,2022,Import,Lithium,Raw (Ore)
AUSTRIA,2021-2022,0.3,2022,Import,Lithium,Raw (Ore)
BELGIUM,2021-2022,3.38,2022,Import,Lithium,Raw (Ore)
BRAZIL,2021-2022,1.35,2022,Import,Lithium,Raw (Ore)
CANADA,2021-2022,0.51,2022,Import,Lithium,Raw (Ore)
CHINA P RP,2021-2022,82.71,2022,Import,Lithium,Raw (Ore)
CROATIA,2021-2022,0.19,2022,Import,Lithium,Raw (Ore)
CZECH REPUBLIC,2021-2022,0.04,2022,Import,Lithium,Raw (Ore)
DENMARK,2021-2022,0.06,2022,Import,Lithium,Raw (Ore)
DOMINIC REP,2021-2022,0.37,2022,Import,Lithium,Raw (Ore)
EGYPT A RP,2021-2022,4.55,2022,Import,Lithium,Raw (Ore)
FRANCE,2021-2022,1.27,2022,Import,Lithium,Raw (Ore)
GERMANY,2021-2022,2.38,2022,Import,Lithium,Raw (Ore)
GREECE,2021-2022,3.81,2022,Import,Lithium,Raw (Ore)
INDONESIA,2021-2022,0.13,2022,Import,Lithium,Raw (Ore)
IRAN,2021-2022,0.02,2022,Import,Lithium,Raw (Ore)
JAPAN,2021-2022,1.01,2022,Import,Lithium,Raw (Ore)
KENYA,2021-2022,2.16,2022,Import,Lithium,Raw (Ore)
KOREA RP,2021-2022,0.01,2022,Import,Lithium,Raw (Ore)
LATVIA,2021-2022,0.39,2022,Import,Lithium,Raw (Ore)
LITHUANIA,2021-2022,0.47,2022,Import,Lithium,Raw (Ore)
MADAGASCAR,2021-2022,0.52,2022,Import,Lithium,Raw (Ore)
MALAYSIA,2021-2022,14.25,2022,Import,Lithium,Raw (Ore)
MEXICO,2021-2022,1.08,2022,Import,Lithium,Raw (Ore)
MOROCCO,2021-2022,0.31,2022,Import,Lithium,Raw (Ore)
MOZAMBIQUE,2021-2022,0.43,2022,Import,Lithium,Raw (Ore)
NETHERLAND,2021-2022,1.38,2022,Import,Lithium,Raw (Ore)
NEW ZEALAND,2021-2022,0.65,2022,Import,Lithium,Raw (Ore)
NORWAY,2021-2022,46.32,2022,Import,Lithium,Raw (Ore)
OMAN,2021-2022,0.58,2022,Import,Lithium,Raw (Ore)
RUSSIA,2021-2022,0.35,2022,Import,Lithium,Raw (Ore)
SAUDI ARAB,2021-2022,0.02,2022,Import,Lithium,Raw (Ore)
SINGAPORE,2021-2022,0.01,2022,Import,Lithium,Raw (Ore)
SOUTH AFRICA,2021-2022,5.76,2022,Import,Lithium,Raw (Ore)
SPAIN,2021-2022,0.93,2022,Import,Lithium,Raw (Ore)
TURKEY,2021-2022,80.12,2022,Import,Lithium,Raw (Ore)
U ARAB EMTS,2021-2022,81.67,2022,Import,Lithium,Raw (Ore)
U K,2021-2022,2.1,2022,Import,Lithium,Raw (Ore)
U S A,2021-2022,3.29,2022,Import,Lithium,Raw (Ore)
VIETNAM SOC REP,2021-2022,21.35,2022,Import,Lithium,Raw (Ore)
AUSTRALIA,2022-2023,0.01,2023,Import,Lithium,Raw (Ore)
AUSTRIA,2022-2023,0.16,2023,Import,Lithium,Raw (Ore)
BELGIUM,2022-2023,3.48,2023,Import,Lithium,Raw (Ore)
BRAZIL,2022-2023,6.45,2023,Import,Lithium,Raw (Ore)
CANADA,2022-2023,0.49,2023,Import,Lithium,Raw (Ore)
CHINA P RP,2022-2023,114.08,2023,Import,Lithium,Raw (Ore)
CROATIA,2022-2023,0.49,2023,Import,Lithium,Raw (Ore)
CZECH REPUBLIC,2022-2023,0.03,2023,Import,Lithium,Raw (Ore)
DENMARK,2022-2023,0.1,2023,Import,Lithium,Raw (Ore)
EGYPT A RP,2022-2023,7.33,2023,Import,Lithium,Raw (Ore)
ESTONIA,2022-2023,0.03,2023,Import,Lithium,Raw (Ore)
FINLAND,2022-2023,3.33,2023,Import,Lithium,Raw (Ore)
FRANCE,2022-2023,0.97,2023,Import,Lithium,Raw (Ore)
GERMANY,2022-2023,2.77,2023,Import,Lithium,Raw (Ore)
GREECE,2022-2023,5.74,2023,Import,Lithium,Raw (Ore)
HONG KONG,2022-2023,0.05,2023,Import,Lithium,Raw (Ore)
INDONESIA,2022-2023,5.24,2023,Import,Lithium,Raw (Ore)
IRAN,2022-2023,0.01,2023,Import,Lithium,Raw (Ore)
ITALY,2022-2023,0.06,2023,Import,Lithium,Raw (Ore)
JAPAN,2022-2023,2.32,2023,Import,Lithium,Raw (Ore)
KENYA,2022-2023,6.06,2023,Import,Lithium,Raw (Ore)
KOREA RP,2022-2023,0.25,2023,Import,Lithium,Raw (Ore)
MADAGASCAR,2022-2023,0.83,2023,Import,Lithium,Raw (Ore)
MALAYSIA,2022-2023,16.02,2023,Import,Lithium,Raw (Ore)
MALDIVES,2022-2023,0.01,2023,Import,Lithium,Raw (Ore)
MEXICO,2022-2023,1.06,2023,Import,Lithium,Raw (Ore)
MOROCCO,2022-2023,0.76,2023,Import,Lithium,Raw (Ore)
MOZAMBIQUE,2022-2023,2.62,2023,Import,Lithium,Raw (Ore)
NETHERLAND,2022-2023,2.63,2023,Import,Lithium,Raw (Ore)
NEW ZEALAND,2022-2023,0.22,2023,Import,Lithium,Raw (Ore)
NORWAY,2022-2023,87.37,2023,Import,Lithium,Raw (Ore)
RUSSIA,2022-2023,0.85,2023,Import,Lithium,Raw (Ore)
SINGAPORE,2022-2023,0.01,2023,Import,Lithium,Raw (Ore)
SLOVENIA,2022-2023,0.18,2023,Import,Lithium,Raw (Ore)
SOUTH AFRICA,2022-2023,1.15,2023,Import,Lithium,Raw (Ore)
SPAIN,2022-2023,0.16,2023,Import,Lithium,Raw (Ore)
THAILAND,2022-2023,0.28,2023,Import,Lithium,Raw (Ore)
TURKEY,2022-2023,84.7,2023,Import,Lithium,Raw (Ore)
U ARAB EMTS,2022-2023,165.76,2023,Import,Lithium,Raw (Ore)
U K,2022-2023,2.57,2023,Import,Lithium,Raw (Ore)
U S A,2022-2023,3.74,2023,Import,Lithium,Raw (Ore)
UNSPECIFIED,2022-2023,2.33,2023,Import,Lithium,Raw (Ore)
VIETNAM SOC REP,2022-2023,28.23,2023,Import,Lithium,Raw (Ore)
AUSTRALIA,2023-2024,4.37,2024,Import,Lithium,Raw (Ore)
AUSTRIA,2023-2024,0.15,2024,Import,Lithium,Raw (Ore)
BELGIUM,2023-2024,4.59,2024,Import,Lithium,Raw (Ore)
BRAZIL,2023-2024,3.03,2024,Import,Lithium,Raw (Ore)
CANADA,2023-2024,1.23,2024,Import,Lithium,Raw (Ore)
CHINA P RP,2023-2024,132.31,2024,Import,Lithium,Raw (Ore)
CROATIA,2023-2024,0.1,2024,Import,Lithium,Raw (Ore)
CZECH REPUBLIC,2023-2024,0.04,2024,Import,Lithium,Raw (Ore)
EGYPT A RP,2023-2024,5.43,2024,Import,Lithium,Raw (Ore)
FINLAND,2023-2024,1.82,2024,Import,Lithium,Raw (Ore)
FRANCE,2023-2024,0.75,2024,Import,Lithium,Raw (Ore)
GERMANY,2023-2024,4.06,2024,Import,Lithium,Raw (Ore)
GREECE,2023-2024,3.82,2024,Import,Lithium,Raw (Ore)
HONG KONG,2023-2024,0.11,2024,Import,Lithium,Raw (Ore)
INDONESIA,2023-2024,2.37,2024,Import,Lithium,Raw (Ore)
ITALY,2023-2024,0.02,2024,Import,Lithium,Raw (Ore)
JAPAN,2023-2024,2.86,2024,Import,Lithium,Raw (Ore)
KENYA,2023-2024,1.43,2024,Import,Lithium,Raw (Ore)
KOREA RP,2023-2024,0.04,2024,Import,Lithium,Raw (Ore)
MADAGASCAR,2023-2024,0.69,2024,Import,Lithium,Raw (Ore)
